id,nome,sigla,descricao,cidade,estado,pais,responsavel_id,ativo,criado_em,atualizado_em
missao-brasilia,Missão Brasília,BSB,Missão Brasília da Comunidade Católica Colo de Deus,Brasília,DF,Brasil,,TRUE,,
